song_title,lyrics
Taree,"Though I can’t put my hands on you
I can feel you now
In the bones and the blood flowing
Needles on the ground
In the ether I sail to you
Floating on the fumes
Run aground on the shore for you
Simple wreckage
Taree walk out and raise the road
To my tilted shadow
I only know I made it home
When I drown
In your ghost light
Though I can’t put a name on you
I will cry it out
In my heart I will hold what my
Bloody hands have dropped
Run aground all on the floor for you
Simple wreckage
Taree walk out and raise the road
To my tilted show
I only know I made it home
When I drown
In your ghost light
Taree walk out and raise the road
To my tilted show
I only know I made it home
When I drown
In your ghost light
In your ghost light
Taree
Taree
Taree"
Attrition,"Lay here on the bombastic gloom
Parade of ghouls marches by
Headed down to Nero's tomb
Raising flags and burning rights
We're home, is up, I got, made fire
And I’ll be young spinning eyes
Laugh it out on the bottomless skies
A victim's smile never lies
You have always lived your life like a joke
With no time
What you gonna do about it
'til you get the punch line right
On the cliff above stormy waves
Can’t decide to climb or drown
Others falling down, disgrace
On your thumbs, over-written
The ladder is poisoned, have to find a new way around
What you gonna do about it?
What you gonna do about it?
What you gonna do about it?
What you gonna do about it?
You always lived your life like a joke with no time
You always lived your life like a joke with no time"
Black Saturday,"Promise something
Kill me right away if I start to get slow
Don't remember
How to separate the one from the apple
Don't wait 'til tomorrow
Kill me right away if I start to listen
To the voices
Telling all the mouths that they need to swallow
Too bad for me
It's the least that you can do
Don't be afraid
I would do the same for you
Burn out any memory of me ever breathing
'Til I'm born again
I was thirsty
I remember that you gave me some water
I was angry
Everything you want, you gave me no trouble
I was crying
I remember that you gave me your shoulder
Too bad for me
It's the least that you can do
Don't be afraid
I would do the same for you
Burn out any memory of me ever breathing
'Til I'm born again
Born again
Too bad for me
It's the least that you can do
Don't be afraid
I would do the same for you
Burn out any memory of me ever breathing
Til I'm born again
Born again
Born again
Born again"
Halfway There,"I woke up with my feet nailed down
And my head moving the speed of sound
Had a dream I was caught in a maze
And I couldn't find my way back out
Some were born to move mountains around
And some to rot away in jail
I can admit that when I am scratching
Everything can go to hell
And how far is halfway there?
I didn't see you on the trail now
We've almost become good enough
Should the good life be so hard?
Is that what our dreams have become?
Sometimes, when you're shooting an arrow
It can fly across the sky so proud
Well I would go all the way to the sun
If I didn't have to come back down
And how far is halfway there?
I didn't see you on the trail now
We've almost become good enough
Should the good life be so hard?
Is that what our dreams have become?
Have become
Yeah
If you got a car and somewhere to sleep
Someone who loves you and something to eat
I would say you're doing better than most
But maybe not as well as some
And how far is halfway there?
I didn't see you on the trail now
We've almost become good enough
Should a good life be so hard won?
Is that what our dreams have become?
Is that what our dreams have become?"
Worse Dreams,"Let it swirl around you now
And let it fall apart
Put it back again
And find every piece
But it's not the same
And you never
can be sure just
How it looked
when you started
Turn around again now
And do it all over and over
Like a doll from a bad dream
When it's gone
Worse dreams are born
Everybody in, sit down
and keep on
holding on
Pull your arms around
Black clouds drown
And the rain is walking
Body in the ground by now
Down seven feet
and rolling
Hanging on the tail of
The sunrise til
You can't let go
Like a doll from a bad dream
When it's gone
Worse dreams are born
Like a doll from a sad dream
When it's gone
Worse dreams are born"
Eyelid's Mouth,"In the eyelid's mouth
On the iris tongue
When a scream crawls out
Only the tear has won
Only the tear has won
Who let the water run down? (Cry internal)
Who let the river run dry? (Live internal)
Who let the water run out? (Burn internal)
Who let the river run wild? (Die internal)
Who let the water run down? (Cry internal)
Who let the river run dry?
Through the eyelet comes
Unimagined light
Unremembered sun
Only the rivers run
But never hide
Who let the water run down? (Cry internal)
Who let the river run dry? (Live internal)
Who let the water run out? (Burn internal)
Who let the river run wild? (Die internal)
Who let the water run down? (Cry internal)
Who let the river run dry? (Live internal)
Who let the water run down? (Cry internal)
Who let the river run dry?
(Cry internal)
(Die internal)
(Cry internal)"
Rowing,"Don't know where I'm going
I just keep on rowing
I just keep on pulling
gotta row
Moving is breathing
And breathing is life
Stopping is dying
You'll be alright
Life is a hammer
Waiting to drop
The boats in the shallows
But the rowing won't stop
Don't know where I'm going
I just keep on rowing
I just keep on pulling
gotta row
Can't see the sky
Nothing on the horizon
Can't feel my hands
And the water keeps rising
Can't fall asleep
Cause I'll wake up dead
I just keep on pulling
I just keep on rolling
Don't know where I'm going
Don't know where I'm going
I just keep on rowing
I just keep on pulling
gotta row
Rowing is living
And living is hard
But living beats losing
All that we are
And all that we know of
And all that we feel
And all we remember
Imagined or real
I heard an echo
But the answer had changed
from the word
I remember that I started out saying
Living is cheating
If you're not pulling oars
But the current is leaving
I'll get mine, you'll get yours
Don't know where I'm going
I just keep on rowing
I just keep on pulling
gotta row
Rowing is bleeding
And bleeding is breathing
Breathing is feeling
burning or freezing
Keep getting dirty
But I started out clean
Keep on pulling
I keep on pulling
I keep on rolling
I keep on rolling
I keep on rolling
Don't know where I'm going
I just keep on rowing
I just keep on pulling
gotta row"
Pretty Noose,"I caught the moon today
Pick it up
And throw it away all right
I got the perfect steal
A cleaner love
With a dirty feel all right
Fallout and take the bait
Eat the fruit
And kiss the snake goodnight
Common ruse dirty face
Pretty noose is pretty hate
And I don't like
What you got me hanging from
Let your motor race
Pick it up
And get this mother gone
Out from and far away
The wooden stake
This thing has got me on
Diamond rope silver chain
Pretty noose is pretty pain
And I don't like
What you got me hanging from
I don't care what you got
I don't care what you need
I don't want anything
And I don't like what
You got me hanging from"
Rhinosaur,"Standing with my enemies
Hung on my horns
With haste and reverie
Killing with charm
Only happy when you hurt
Only deadly in a swarm
Only healthy in the dirt
Only empty in your arms
I play, I'm sick and tame
Drawing the hordes
I wait, and show the lame
The meaning of harm
The skulls beneath my feet
Like feathers in sand
I graze among the graves
A feeling of peace
Only bending when you break
Only feeding when you're cold
Only healing when you ache
Only feeling when you don't"
Zero Chance,"I think I know the answer
I stumbled on and all the world
Fell down
And all the sky went silent
Cracked like glass and slowly
Tumbled to the ground
They say if you look hard
You'll find your way back home
Born without a friend
And bound to die alone
I'm thinking of your highness
And crying long upon the loss
I've found
And on the plus and minus
Zero chance of ever
Turning this around
Why doesn't anyone believe
In loneliness
Stand up and everyone will see
Your holiness
Why doesn't anyone believe
In loneliness
Stand up and everyone will see
Your holiness
They say if you look hard
You'll find your way back home
Born without a friend
And bound to die alone"
Dusty,"I think it's turning back around
And I think I like it
I think it's turning back around
Though I don't know why it is
I think it's turning back on me
I'm down on the upside
I think it's turning back on me
Now I'm the good ride
And nothing's gonna put me out
It's backing down and under
I'm down on the upside now
It's turning back around
Turning back around
I think it's coming on the wind
Just like you said it
I think it's coming on the wind
And I'm gonna let it
I think it's turning back on me
Everything's easy
I think it's turning back on me
Everything's real to me"
